run,time_s,wall_s
1,4.649776848,4.658627061
2,4.758857757,4.775239292
3,3.827500992,3.871189470
4,2.922886664,2.929511496
5,3.535091976,3.540367285
6,4.120775684,4.127068314
7,4.971231327,4.979072857
8,3.603599913,3.612345725
9,3.110553979,3.115678211
10,4.788074427,4.793086369
avg,4.028834957,
min,2.922886664,
max,4.971231327,
