16715,"SEG:main#001@199-216",4938565625108,4938565780149,155041
16715,"SEG:main#002@217-217",4938565839490,4938565896216,56726
16715,"SEG:main#003@218-218",4938565900574,4938565945999,45425
16715,"SEG:main#004@219-219",4938565949726,4938565994951,45225
16715,"SEG:main#005@220-220",4938565998578,4938566097012,98434
16715,"SEG:main#006@221-221",4938566104085,4938566145934,41849
16715,"SEG:main#007@222-222",4938566149540,4938566188273,38733
16715,"SEG:main#008@223-223",4938566191649,4938566230051,38402
16715,"SEG:main#009@224-224",4938566233438,4938566290384,56946
16715,"SEG:main#010@225-225",4938566294021,4938566341941,47920
16715,"SEG:main#011@226-226",4938566345548,4938566420949,75401
16715,"SEG:main#012@227-227",4938566424626,4938566459902,35276
16715,"SEG:main#013@228-228",4938566462306,4938566510767,48461
16715,"SEG:main#014@229-229",4938566514404,4938566773479,259075
16715,"SEG:main#015@230-230",4938566779560,4938566892292,112732
16715,"SEG:main#016@231-231",4938566897491,4938566936364,38873
16715,"SEG:main#017@232-232",4938566940101,4938566996056,55955
16715,"SEG:main#018@233-233",4938566999603,4938566999793,190
16715,"SEG:main#019@234-234",4938567001516,4938567002418,902
16715,"SEG:main#020@235-235",4938567004001,4938567025561,21560
16715,"SEG:main#021@236-236",4938567028026,4938567082718,54692
16715,"SEG:main#022@237-237",4938567089992,4938567099419,9427
16715,"SEG:main#023@238-238",4938567101634,4938567111432,9798
16715,"SEG:main#024@239-239",4938567113315,4938567121861,8546
16715,"SEG:main#025@240-240",4938567123905,4938567131049,7144
16715,"SEG:main#026@241-241",4938567132862,4938567148391,15529
16715,"SEG:main#027@242-242",4938567150255,4938567157198,6943
16715,"SEG:main#028@243-243",4938567159031,4938567166685,7654
16715,"SEG:main#029@244-244",4938567168539,4938567175352,6813
16715,"SEG:main#030@245-245",4938567177165,4938567186282,9117
