182040,"SEG:main#001@199-216",186012392178149,186012392253713,75564
182040,"SEG:main#002@217-217",186012392270833,186012392298482,27649
182040,"SEG:main#003@218-218",186012392301756,186012392333582,31826
182040,"SEG:main#004@219-219",186012392336310,186012392502577,166267
182040,"SEG:main#005@220-220",186012392505861,186012392527936,22075
182040,"SEG:main#006@221-221",186012392530586,186012392552964,22378
182040,"SEG:main#007@222-222",186012392555855,186012392577533,21678
182040,"SEG:main#008@223-223",186012392580280,186012392601919,21639
182040,"SEG:main#009@224-224",186012392604726,186012392627380,22654
182040,"SEG:main#010@225-225",186012392630349,186012392653932,23583
182040,"SEG:main#011@226-226",186012392656791,186012392680862,24071
182040,"SEG:main#012@227-227",186012392683723,186012392705543,21820
182040,"SEG:main#013@228-228",186012392708344,186012392731200,22856
182040,"SEG:main#014@229-229",186012392734027,186012392799887,65860
182040,"SEG:main#015@230-230",186012392802787,186012392838682,35895
182040,"SEG:main#016@231-231",186012392842261,186012392882861,40600
182040,"SEG:main#017@232-232",186012392885703,186012392919107,33404
182040,"SEG:main#018@233-233",186012392922393,186012392953855,31462
182040,"SEG:main#019@234-234",186012392956577,186012392956779,202
182040,"SEG:main#020@235-235",186012392957936,186012392966304,8368
182040,"SEG:main#021@236-236",186012392968438,186012392974289,5851
182040,"SEG:main#022@237-237",186012392976316,186012393027497,51181
182040,"SEG:main#023@238-238",186012393029964,186012393035651,5687
182040,"SEG:main#024@239-239",186012393037672,186012393042210,4538
182040,"SEG:main#025@240-240",186012393043603,186012393047016,3413
182040,"SEG:main#026@241-241",186012393048322,186012393051081,2759
182040,"SEG:main#027@242-242",186012393052413,186012393055577,3164
182040,"SEG:main#028@243-243",186012393056905,186012393059995,3090
182040,"SEG:main#029@244-244",186012393061321,186012393064223,2902
182040,"SEG:main#030@245-245",186012393065559,186012393068650,3091
