run,time_s,wall_s
1,0.406607091,0.414032724
2,0.272744040,0.278453776
3,0.272673718,0.278208452
4,0.544752967,0.555462513
5,0.295858260,0.322556872
6,0.324399881,0.330145200
7,0.272696395,0.279280847
8,0.272820354,0.278164626
9,0.272866693,0.277329537
10,0.505069884,0.520990986
avg,0.344048928,
min,0.272673718,
max,0.544752967,
