run,time_s,wall_s
1,1.740249056,1.753814288
2,1.720541408,2.320089209
3,1.714164693,1.834246887
4,1.793011653,1.801438212
5,1.684988073,1.694019815
6,1.717610286,1.721127805
7,1.722499129,1.726392765
8,1.727846989,1.731811021
9,1.723129218,1.738269926
10,1.713157765,2.177992378
avg,1.725719827,
min,1.684988073,
max,1.793011653,
