run,time_s,wall_s
1,0.283636641,0.287061854
2,0.305729339,0.309286056
3,0.307789215,0.311102008
4,0.327143068,0.341633251
5,0.295656233,0.349043487
6,0.311703819,0.337737814
7,0.289474787,0.292889213
8,0.284304116,0.287611263
9,0.295216847,0.298811930
10,0.350152932,0.375620246
avg,0.305080700,
min,0.283636641,
max,0.350152932,
