run,time_s,wall_s
1,2.028148234,2.031460354
2,1.976620717,2.007061165
3,1.900118598,1.938616350
4,1.878770125,1.907028338
5,1.888414070,1.908024095
6,1.874955374,1.927446072
7,1.893012395,1.940423430
8,1.897596444,1.934383595
9,1.882406779,1.923523968
10,1.890256987,1.917600527
11,1.912348433,1.915863077
12,1.886842286,1.890198283
13,1.893186258,1.896430361
14,1.886782370,1.890187065
15,1.890029303,1.893532803
16,1.890034225,1.893548500
17,1.903218355,1.906491499
18,1.892226117,1.895638523
19,1.877065240,1.880533558
20,1.948980710,1.952458109
21,1.961476774,1.964902753
22,1.925976228,1.929457254
23,1.933989863,1.937714667
24,1.932564046,1.947016959
25,1.911055359,1.933587571
26,1.873073338,1.910839573
27,1.871452684,1.920556199
28,1.887134631,1.934378650
29,1.886276837,1.938887607
30,1.892148469,1.936019075
31,1.880409209,1.884212944
32,1.911020163,1.914501880
33,1.905349812,1.909148224
34,1.900681164,1.904153433
35,1.929785901,1.933100311
36,1.879851471,1.883343070
37,1.901125643,1.904528249
38,1.917005451,1.920348122
39,1.863158297,1.866761299
40,1.903280037,1.909639599
41,1.892409705,1.911723955
42,1.874681678,1.896044808
43,1.896733945,1.921613056
44,1.881669249,1.901355024
45,1.914263978,1.939204074
46,1.892629706,1.935389282
47,1.895085321,1.943649397
48,1.915920230,1.952894573
49,1.896094733,1.930526079
50,1.924993021,1.966203899
51,1.884180352,1.898099188
52,1.870242020,1.900957580
53,1.880821767,1.900698085
54,1.919104316,1.922562291
55,1.885615061,1.889001748
56,1.880638797,1.883963738
57,1.955905256,1.959943232
58,1.891574421,1.895183549
59,1.925882515,1.929282783
60,1.919861184,1.923100472
61,1.894740820,1.898035123
62,1.883148014,1.886732962
63,1.889989845,1.904027332
64,1.885911619,1.906046383
65,1.885231183,1.904856777
66,1.926606982,1.946459666
67,1.908059229,1.911540878
68,1.900817047,1.920445320
69,1.889052639,1.928010014
70,1.895940755,1.934437617
71,1.883364606,1.925941803
72,1.904463029,1.934946468
73,1.894858840,1.936473720
74,1.905533641,1.945835467
75,1.894232044,1.919570992
76,1.881179102,1.906380065
77,1.898516724,1.902070227
78,1.902067034,1.905330996
79,1.893514879,1.896982164
80,1.897758684,1.901231834
81,1.901908464,1.905246566
82,1.882404597,1.886551878
83,1.890387861,1.893510770
84,1.965035053,1.968513096
85,1.885464569,1.889486437
86,1.939043378,1.942518656
87,1.923660483,1.926911989
88,1.898835545,1.924043358
89,1.889691535,1.893183870
90,1.878862515,1.882265994
91,1.904369474,1.919535613
92,1.880956368,1.906111017
93,1.888623953,1.928717724
94,1.909729730,1.962080087
95,1.892400036,1.933845139
96,1.888309303,1.936977339
97,1.881268827,1.895664746
98,1.924348525,1.927754517
99,1.932757333,1.936118457
100,1.911406262,1.914709825
avg,1.901405862,
min,1.863158297,
max,2.028148234,
