run,time_s,wall_s
1,0.205862188,0.249133489
2,0.206006504,0.258192401
3,0.207968230,0.216526740
4,0.208376137,0.211777335
5,0.221098270,0.470781190
6,0.207095166,0.460168662
7,0.207299070,0.227099333
8,0.206822089,1.164246380
9,0.210194624,0.219785317
10,0.208040051,0.211277489
avg,0.208876233,
min,0.205862188,
max,0.221098270,
