run,time_s,wall_s
1,0.038806500,0.067428302
2,0.038688377,0.092583363
3,0.038789293,0.067249222
4,0.039183626,0.048252992
5,0.038814668,0.046998826
6,0.039022918,0.048202242
7,0.038966335,0.046288036
8,0.038734460,0.046034869
9,0.038819627,0.046210452
10,0.038793376,0.045781994
11,0.038772376,0.045767995
12,0.038971877,0.046650285
13,0.038847918,0.046012995
14,0.038988501,0.045738536
15,0.038720751,0.045605536
16,0.038781126,0.045836244
17,0.038706169,0.046863494
18,0.038725710,0.063603101
19,0.038686335,0.045921411
20,0.038859877,0.045971869
avg,0.038833991,
min,0.038686335,
max,0.039183626,
