run,time_s,wall_s
1,1.665437403,1.681051476
2,1.579194355,1.584842955
3,1.578538450,1.604744195
4,1.587001034,1.593504491
5,1.580487987,1.586222627
6,1.591830143,1.596719550
7,1.579289628,1.585103599
8,1.582853765,1.608275821
9,1.581443912,1.587676127
10,1.576180048,1.580730836
avg,1.590225672,
min,1.576180048,
max,1.665437403,
