run,time_s,wall_s
1,2.559199244,2.582085584
2,2.520610634,2.527602149
3,2.653619695,2.666326408
4,2.557047324,2.596193656
5,2.606440168,2.654383667
6,2.622375524,2.735061270
7,2.572314603,2.645249716
8,2.592307290,2.612357962
9,2.636619074,2.669509221
10,2.422011782,2.438885629
avg,2.574254534,
min,2.422011782,
max,2.653619695,
