run,time_s,wall_s
1,7.848367287,7.879935200
2,7.641879130,7.675254754
3,7.887394686,7.895389691
4,7.812932441,7.820901486
5,7.763899591,7.771590974
6,7.723526794,7.731341548
7,7.610357063,7.618166566
8,7.676496193,7.700208481
9,7.228868806,7.242972339
10,7.230519086,7.238682952
11,7.314235652,7.321823196
12,7.227775938,7.235484812
13,7.280388680,7.288048262
14,7.270748023,7.278633057
15,7.366630335,7.374110836
16,7.404462060,7.412515089
17,7.610325222,7.633368411
18,7.716604083,7.749992452
19,7.699473045,7.737982668
20,7.763954920,7.777216409
avg,7.553941952,
min,7.227775938,
max,7.887394686,
