run,time_s,wall_s
1,1.818172838,1.833237245
2,1.399511149,1.420338178
3,1.362541383,1.372340072
4,1.631029584,1.636914748
5,1.378697533,1.383634793
6,1.846366594,1.852177673
7,1.863477219,1.869264091
8,1.740083465,1.756586009
9,1.803008903,1.835492786
10,1.391906945,1.405090661
avg,1.623479561,
min,1.362541383,
max,1.863477219,
