run,time_s,wall_s
1,0.188758023,0.192054910
2,0.186834692,0.216983781
3,0.188309150,0.231409243
4,0.205270794,0.262717269
5,0.205356930,0.224961361
6,0.196108804,0.199843349
7,0.187140359,0.190427976
8,0.187710418,0.191125145
9,0.196101449,0.199506108
10,0.211445729,0.215879105
avg,0.195303635,
min,0.186834692,
max,0.211445729,
