run,time_s,wall_s
1,1.867620018,1.925011799
2,1.859346560,1.900623765
3,1.862984983,1.910105991
4,1.859525122,1.903721830
5,1.849922632,1.895102635
6,1.869917761,1.943837231
7,1.818190544,1.920497798
8,1.837744354,1.880849653
9,1.869241450,1.889265165
10,1.846975431,1.895664775
avg,1.854146886,
min,1.818190544,
max,1.869917761,
