run,time_s,wall_s
1,1.640561669,1.660473824
2,1.617820293,1.637890268
3,1.679908220,1.721413163
4,1.695095257,1.719112834
5,1.698005114,1.701490017
6,1.686079996,1.706227274
7,1.688923204,1.734808643
8,1.666155507,1.703004460
9,1.695094430,1.749177477
10,1.666034800,1.691238587
avg,1.673367849,
min,1.617820293,
max,1.698005114,
