run,time_s,wall_s
1,2.286566605,2.306427017
2,2.316763996,2.363085758
3,2.281389311,2.347202962
4,2.261472272,2.299737491
5,2.331216639,2.341665661
6,2.293313958,2.350995145
7,2.276927206,2.343238381
8,2.347430586,2.378904744
9,2.293964541,2.400340475
10,2.304289319,2.343147153
11,2.334980297,2.355341179
12,2.296403875,2.339935199
13,2.271008780,2.308021182
14,2.336353583,2.377934183
15,2.373465822,2.443009341
16,2.417186301,2.459126615
17,2.251460312,2.280936428
18,2.295891523,2.343048721
19,2.312460055,2.344665474
20,2.303304326,2.353693895
21,2.304003784,2.381325731
22,2.321705059,2.342352583
23,2.241251181,2.294529611
24,2.271310809,2.318947547
25,2.343721702,2.404850336
26,2.258384163,2.288811622
27,2.311442599,2.447081376
28,2.284279468,2.423675116
29,2.289372436,2.336159069
30,2.307536649,2.334382604
31,2.294683808,2.335962998
32,2.334327559,2.373336585
33,2.340901716,2.390817882
34,2.259088481,2.349232787
35,2.243648292,2.284123177
36,2.343472543,2.413583503
37,2.309696737,2.379657964
38,2.300105249,2.318238945
39,2.383299602,2.433587577
40,2.290409120,2.339090275
41,2.267110184,2.325465785
42,2.323089282,2.381840560
43,2.285017178,2.376081132
44,2.327772483,2.389561008
45,2.280195359,2.344209036
46,2.292851182,2.367486569
47,2.303915600,2.344208216
48,2.294969396,2.320339430
49,2.287654813,2.335765027
50,2.326941539,2.376030540
51,2.275914028,2.350096803
52,2.267925350,2.348256318
53,2.314941945,2.378508664
54,2.325385133,2.362161500
55,2.359501173,2.396787150
56,2.366289903,2.480182470
57,2.270862164,2.354183826
58,2.319541210,2.360250520
59,2.321607722,2.351940844
60,2.257103312,2.323397685
61,2.330503758,2.366981291
62,2.386131218,2.469381075
63,2.365552912,2.397908383
64,2.288880417,2.346615140
65,2.317159961,2.364529682
66,2.327185389,2.432571110
67,2.291879524,2.317097411
68,2.260531672,2.291304576
69,2.342341550,2.367973885
70,2.275864147,2.328328018
71,2.304463274,2.362048195
72,2.363077417,2.425197380
73,2.263938472,2.306670781
74,2.405839454,2.464047946
75,2.323568433,2.353633955
76,2.259209410,2.310947739
77,2.305459933,2.376270458
78,2.269744516,2.303194729
79,2.294211542,2.361749980
80,2.319646743,2.394179734
81,2.290602225,2.366531716
82,2.290145599,2.389463771
83,2.296814600,2.431010554
84,2.290175715,2.352606994
85,2.316291889,2.426149368
86,2.296120294,2.351052950
87,2.322008847,2.342105964
88,2.314353567,2.354152865
89,2.307833588,2.317558539
90,2.319080714,2.426958423
91,2.281824174,2.378877575
92,2.277185866,2.327946849
93,2.353097825,2.432052857
94,2.286633871,2.343143045
95,2.246753159,2.290183027
96,2.328258195,2.370317170
97,2.293053057,2.368595911
98,2.347853624,2.419130638
99,2.306864807,2.386424620
100,2.260476493,2.337139236
avg,2.306076971,
min,2.241251181,
max,2.417186301,
