run,time_s,wall_s
1,2.055146076,2.085848560
2,2.041064366,2.055496039
3,2.038384892,2.079401735
4,2.039371353,2.080925256
5,2.027899615,2.047648681
6,2.028745496,2.032108409
7,2.031007195,2.061396330
8,2.050326985,2.104277607
9,2.050141899,2.086838762
10,2.043888254,2.075492413
11,2.033661727,2.043443521
12,2.024141338,2.027668418
13,2.061678964,2.065302994
14,2.037583726,2.041120112
15,2.034230667,2.037966292
16,2.053960420,2.057298256
17,2.049256849,2.052600012
18,2.044126535,2.047605762
19,2.041070631,2.044441360
20,2.071327053,2.075005652
21,2.032427382,2.035741298
22,2.106648967,2.110447120
23,2.043983234,2.048261410
24,2.038844025,2.042457789
25,2.011384013,2.014652476
26,2.045018661,2.048440738
27,2.052518222,2.056076809
28,2.074314212,2.078299547
29,2.047792166,2.051379190
30,2.014931380,2.018213614
31,2.045712680,2.049226219
32,2.044837811,2.050269501
33,2.041098289,2.044937830
34,2.034046137,2.037373249
35,2.067097679,2.071124110
36,2.034362008,2.037628650
37,2.029578239,2.032950242
38,2.034438432,2.038082268
39,2.044198570,2.047813837
40,2.040362022,2.043784832
41,2.041511337,2.045151860
42,2.049528420,2.070546867
43,2.035633279,2.077429719
44,2.061506806,2.108399303
45,2.193227611,2.208108170
46,2.046940597,2.077312132
47,2.022755228,2.065036736
48,2.047884610,2.094868696
49,2.024174886,2.060081479
50,2.033208058,2.052917989
51,2.029633752,2.059987688
52,2.065140131,2.108271637
53,2.032815953,2.058134727
54,2.011392961,2.026375553
55,2.055820515,2.088865653
56,2.053179334,2.094943692
57,2.044973320,2.094312218
58,2.035608695,2.088581730
59,2.026103335,2.049985513
60,2.023210899,2.042933079
61,2.034882356,2.038243336
62,2.051260469,2.055332122
63,2.050856215,2.054266556
64,2.060484918,2.063820954
65,2.035893934,2.039180539
66,2.031650221,2.035217939
67,2.036154580,2.061337830
68,2.032784814,2.047179065
69,2.017911810,2.021389623
70,2.030379870,2.055613848
71,2.034355478,2.059744093
72,2.076436914,2.101329281
73,2.030140290,2.050009240
74,2.037294658,2.040578637
75,2.019050427,2.022874553
76,2.029251226,2.032723801
77,2.027220255,2.030742357
78,2.034413760,2.049141529
79,2.030414326,2.040610706
80,2.024115184,2.027595323
81,2.028698662,2.032290296
82,2.017991246,2.037522157
83,2.040160356,2.060327766
84,2.034478085,2.043465675
85,2.036943837,2.044895912
86,2.026452460,2.030124756
87,2.036319746,2.039877091
88,2.035920451,2.060966173
89,2.024641892,2.050205676
90,2.044656373,2.048000783
91,2.176363897,2.179851521
92,2.033208412,2.036781306
93,2.050534138,2.053894472
94,2.061175607,2.065036807
95,2.028035666,2.031772300
96,2.044258370,2.048162673
97,2.049148923,2.052666188
98,2.096489550,2.099948671
99,2.049078319,2.052445876
100,2.044192384,2.047965724
avg,2.043585580,
min,2.011384013,
max,2.193227611,
