work_scale,repeats,cpu_set,cores_per_task,cpf.baseline_mean_s,cpf.prio_mean_s,cpf.improvement_ratio,cpf.delta_mean_s,cpf.created_at,lpf.baseline_mean_s,lpf.prio_mean_s,lpf.improvement_ratio,lpf.delta_mean_s,lpf.created_at,heft.baseline_mean_s,heft.prio_mean_s,heft.improvement_ratio,heft.delta_mean_s,heft.created_at,zhao2020.baseline_mean_s,zhao2020.prio_mean_s,zhao2020.improvement_ratio,zhao2020.delta_mean_s,zhao2020.created_at
100,50,"0,1",2,1.548745272,1.466387022,0.053177402,-0.082358250,2026-02-14T19-14-40+08-00,1.519695590,1.447547554,0.047475321,-0.072148036,2026-02-14T19-17-11+08-00,1.580966409,1.491830269,0.056380793,-0.089136140,2026-02-14T19-19-40+08-00,1.548106932,1.459821454,0.057028023,-0.088285478,2026-02-14T19-22-14+08-00
