run,time_s,wall_s
1,0.242745625,0.283994095
2,0.243429853,0.257301798
3,0.226894590,0.229912696
4,0.229969048,0.232983239
5,0.230416914,0.233579031
6,0.244264879,0.247750797
7,0.244699380,0.250168581
8,0.237541364,0.268004474
9,0.235058346,0.278037031
10,0.237847212,0.251891296
avg,0.237286721,
min,0.226894590,
max,0.244699380,
