run,time_s,wall_s
1,0.187346460,0.190473127
2,0.198771726,0.201643565
3,0.206656232,0.210747925
4,0.208786484,0.211928623
5,0.205132443,0.208327711
6,0.193600383,0.196813555
7,0.188567214,0.236288046
8,0.188370078,0.233672764
9,0.187250073,0.229352237
10,0.199923457,0.203081948
avg,0.196440455,
min,0.187250073,
max,0.208786484,
