run,time_s,wall_s
1,1.914308724,1.917181029
2,1.977621304,1.980322563
3,1.881500251,1.884290415
4,1.884289016,1.887457947
5,1.943552468,1.946888574
6,1.789386778,1.792052033
7,1.797081134,1.799604072
8,1.835851913,1.839672472
9,1.874118637,1.876614576
10,1.995045673,1.997687046
avg,1.889275590,
min,1.789386778,
max,1.995045673,
