run,time_s,wall_s
1,0.171890517,0.175081255
2,0.169846696,0.173061436
3,0.172757802,0.176026739
4,0.169631845,0.173259577
5,0.171291114,0.174476501
6,0.172425703,0.175602553
7,0.164664633,0.167882779
8,0.163177460,0.194079074
9,0.162052748,0.200579664
10,0.155358582,0.201000037
avg,0.167309710,
min,0.155358582,
max,0.172757802,
