run,time_s,wall_s
1,0.251348947,0.254779338
2,0.262922299,0.272119818
3,0.261322333,0.308199043
4,0.249404545,0.269078048
5,0.237351763,0.240580581
6,0.240621028,0.244135907
7,0.240709807,0.244259392
8,0.240859162,0.244519402
9,0.237235490,0.240596582
10,0.237626917,0.241122001
avg,0.245940229,
min,0.237235490,
max,0.262922299,
