run,time_s,wall_s
1,1.484228953,1.495223524
2,1.578806010,1.595240698
3,1.486753284,1.509511877
4,1.530870686,1.536087375
5,1.533851426,1.541988037
6,1.486586192,1.503467441
7,1.498886597,1.519588265
8,1.486415156,1.492231247
9,1.500928450,1.507431739
10,1.486603927,1.502581844
avg,1.507393068,
min,1.484228953,
max,1.578806010,
