run,time_s,wall_s
1,1.978071984,2.008492897
2,1.831964572,1.862891813
3,1.946909218,1.972272370
4,1.968365358,2.009332284
5,1.962780136,1.995895873
6,1.975453917,2.016866943
7,1.972217595,1.998246262
8,1.935871740,1.946510249
9,1.964905297,1.990700504
10,1.946993466,1.977666355
11,1.951793546,1.998512215
12,1.952864715,1.983150621
13,1.944110889,1.985527216
14,1.934821253,1.966348954
15,1.961802211,2.014353370
16,1.953335234,1.990262895
17,1.984718482,2.026597377
18,1.959583032,2.001030718
19,1.958933147,1.990020933
20,1.949413118,1.997011599
21,1.948799710,1.995561299
22,1.961701265,2.008544932
23,1.962328440,1.993045507
24,1.966646410,1.992335606
25,1.956931544,1.983858610
26,1.940548776,1.987601345
27,1.974235988,1.999000254
28,1.941749641,1.961326315
29,1.964126365,2.005356239
30,1.987416907,2.034712524
31,1.999222166,2.040936689
32,1.956691198,1.993364019
33,1.985640598,2.010976981
34,1.971437141,2.002465468
35,1.971987846,2.008420216
36,1.971885329,1.997534202
37,1.961320124,1.970430894
38,2.018911428,2.038974572
39,2.000700250,2.052446065
40,1.957210808,1.992318241
41,1.970245420,1.985722280
42,1.952138514,1.993861238
43,1.965982675,1.991768397
44,1.954255320,1.959554931
45,1.951839976,1.955204093
46,1.970622540,1.990669472
47,1.952296022,1.993575654
48,1.973273290,2.004511680
49,1.990243909,1.993643993
50,1.936015535,1.961039488
51,1.937499199,1.990567493
52,1.948704981,1.996161702
53,1.973164259,2.014845308
54,1.982852778,2.008365790
55,1.950664699,2.033343809
56,1.970325272,2.033731673
57,2.039648390,2.070629841
58,1.963836382,2.012301816
59,1.974351386,2.011509248
60,1.951103131,1.954542501
61,1.963224941,1.966625048
62,1.975801666,1.983753225
63,1.976781150,1.996704298
64,1.949661119,1.963723178
65,1.948655515,1.958483168
66,1.957373168,1.982388448
67,1.956047624,1.977214096
68,1.957140578,1.998946757
69,1.954590090,1.996027121
70,1.969070887,2.035395052
71,1.961575865,1.983056821
72,1.960970696,2.021337116
73,1.964411897,2.011403327
74,1.971555406,2.028768568
75,1.947690523,2.027304991
76,2.002158406,2.072715769
77,1.935644964,1.972504922
78,1.935353757,1.945209526
79,1.979568930,1.999662864
80,1.972856364,2.019801410
81,1.954809456,1.996032244
82,1.998936093,2.028036388
83,1.949124165,1.964678118
84,1.939241340,1.954806113
85,1.981909891,2.007411815
86,1.964927512,2.006489179
87,1.948170352,1.984986568
88,1.963888368,1.999038175
89,1.969383894,1.999462198
90,1.953650980,1.985157071
91,1.936814541,1.973870768
92,1.975632826,2.000816692
93,1.988218673,2.040724678
94,1.956305113,2.008982998
95,1.948150024,1.995427090
96,1.968215645,2.004961567
97,1.962357257,1.999487154
98,1.955734303,2.017891676
99,1.964339930,1.997533606
100,1.935750805,1.978436680
avg,1.961991592,
min,1.831964572,
max,2.039648390,
