run,time_s,wall_s
1,2.128515780,2.153816216
2,2.094650171,2.124239110
3,2.028788154,2.052109118
4,2.040337975,2.084994088
5,2.009148841,2.076114795
6,2.029249313,2.061516588
7,2.034333892,2.070698326
8,2.139244650,2.180659024
9,2.094731528,2.161898967
10,2.044286354,2.088444636
11,2.081881244,2.101771884
12,2.118242666,2.154710881
13,2.081239080,2.128676585
14,2.069759501,2.112249995
15,2.025009640,2.038362252
16,2.137059610,2.173609294
17,2.101454879,2.131719309
18,2.074983277,2.094433372
19,2.076214078,2.096984010
20,2.083516802,2.127074316
21,2.020581492,2.104739008
22,2.037186249,2.086469148
23,2.049672550,2.175801074
24,2.096711667,2.108608493
25,2.114799483,2.144087904
26,2.074212751,2.121230702
27,2.107023914,2.138374453
28,2.114632245,2.135259512
29,2.035917299,2.067203764
30,2.060630439,2.075763537
31,2.048908083,2.090404135
32,2.031399965,2.048890149
33,2.050188151,2.122560631
34,2.066458341,2.162864677
35,2.077626550,2.147061105
36,2.086598226,2.167243168
37,2.043319094,2.075092462
38,2.039885635,2.098650401
39,2.009025008,2.068748681
40,2.092579378,2.129579741
41,2.034264280,2.098313065
42,2.132090433,2.195836344
43,2.032500958,2.042839443
44,2.119503921,2.123092607
45,2.094125435,2.113927770
46,2.074774713,2.122858943
47,2.044813477,2.065100075
48,2.029690960,2.060389644
49,2.044193835,2.069816480
50,2.046106040,2.071802180
51,2.043643640,2.072567104
52,2.041781686,2.062461703
53,2.088530501,2.125667527
54,2.090759891,2.150044780
55,2.030196705,2.098362712
56,2.114632010,2.131794821
57,2.083923389,2.090015645
58,2.036379347,2.061811247
59,2.085845337,2.133617625
60,2.024027367,2.057219701
61,2.081237229,2.114664129
62,2.013437412,2.073269762
63,2.063719506,2.112019959
64,2.082285384,2.123771001
65,2.078168612,2.110795610
66,2.073661274,2.131539225
67,2.042319342,2.057314857
68,2.055281198,2.058623510
69,2.146434756,2.171889054
70,2.049594809,2.073008632
71,2.063347069,2.100910925
72,2.136271551,2.163838966
73,2.072690498,2.133605815
74,2.105693359,2.166404884
75,2.079068842,2.155962897
76,2.079114709,2.131679287
77,2.094334277,2.119560604
78,2.037805031,2.074284639
79,2.114579762,2.139811427
80,2.097600742,2.139107237
81,2.113671398,2.144471866
82,2.090071247,2.121228288
83,2.096746232,2.138701855
84,2.070954979,2.113224510
85,2.089457313,2.114819388
86,2.021580792,2.043607552
87,2.030948822,2.127692654
88,2.172441525,2.244456601
89,2.076887950,2.104452779
90,2.080673529,2.129348553
91,2.148094074,2.195847790
92,2.033657292,2.099828824
93,2.025022420,2.072513112
94,2.054308249,2.089980539
95,2.074012506,2.135555547
96,2.219317915,2.245821642
97,2.123511845,2.153977349
98,2.062649894,2.109717313
99,2.074295887,2.117315241
100,2.023023202,2.072003995
avg,2.072897603,
min,2.009025008,
max,2.219317915,
