run,time_s,wall_s
1,1.559608047,1.579035987
2,1.507549440,1.554418723
3,1.506289903,1.542194362
4,1.492020105,1.508315354
5,1.499104528,1.513607946
6,1.530846522,1.572987592
7,1.522533119,1.586875168
8,1.508736800,1.539577634
9,1.496479538,1.519335782
10,1.526597218,1.530791653
avg,1.514976522,
min,1.492020105,
max,1.559608047,
