platform,work_scale,repeats,baseline_mean_s,prio_mean_s,improvement_ratio,delta_mean_s,baseline_total_s,prio_total_s,baseline_min_s,baseline_max_s,prio_min_s,prio_max_s,cpu_set,cores_per_task,created_at,out_dir
zhang1,100,50,2.155977181,2.107108384,0.022666657,-0.048868796,107.798859029,105.355419220,1.971097627,2.394530923,1.918715965,2.279489229,"0,1",2,2026-02-15T18-18-26+08-00,/home/chove/桌面/mycallyplus_v1/experiment/zhang1实验结果汇总/heft/2026-02-15T18-18-26+08-00_ws100_r50
