platform,work_scale,repeats,baseline_mean_s,prio_mean_s,improvement_ratio,delta_mean_s,baseline_total_s,prio_total_s,baseline_min_s,baseline_max_s,prio_min_s,prio_max_s,cpu_set,cores_per_task,created_at,out_dir
zhang1,100,50,2.155977181,2.107108384,0.022666657,-0.048868796,107.798859029,105.355419220,1.971097627,2.394530923,1.918715965,2.279489229,"0,1",2,2026-02-15T18-18-26+08-00,/home/chove/桌面/mycallyplus_v1/experiment/zhang1实验结果汇总/heft/2026-02-15T18-18-26+08-00_ws100_r50
zhang1,100,50,2.147377891,2.093190855,0.025234047,-0.054187035,107.368894530,104.659542775,2.010880775,2.347149724,2.020402027,2.323599285,"0,1",2,2026-02-15T18-22-00+08-00,/home/chove/桌面/mycallyplus_v1/experiment/zhang1实验结果汇总/cpf/2026-02-15T18-22-00+08-00_ws100_r50
zhang1,100,50,1.977974847,1.918841832,0.029895737,-0.059133015,98.898742361,95.942091616,1.844748188,2.157591071,1.838703690,2.069135485,"0,1",2,2026-02-15T19-20-21+08-00,/home/chove/桌面/mycallyplus_v1/experiment/zhang1实验结果汇总/lpf/2026-02-15T19-20-21+08-00_ws100_r50
zhang1,100,50,1.994350251,1.927403787,0.033568057,-0.066946464,99.717512563,96.370189370,1.864947080,2.176627058,1.855441819,2.044293954,"0,1",2,2026-02-15T19-30-03+08-00,/home/chove/桌面/mycallyplus_v1/experiment/zhang1实验结果汇总/zhao2020/2026-02-15T19-30-03+08-00_ws100_r50
