platform,work_scale,repeats,baseline_mean_s,prio_mean_s,improvement_ratio,delta_mean_s,baseline_total_s,prio_total_s,baseline_min_s,baseline_max_s,prio_min_s,prio_max_s,cpu_set,cores_per_task,created_at,out_dir
zhang1,100,50,1.977974847,1.918841832,0.029895737,-0.059133015,98.898742361,95.942091616,1.844748188,2.157591071,1.838703690,2.069135485,"0,1",2,2026-02-15T19-20-21+08-00,/home/chove/桌面/mycallyplus_v1/experiment/zhang1实验结果汇总/lpf/2026-02-15T19-20-21+08-00_ws100_r50
