platform,work_scale,repeats,cpu_set,cores_per_task,cpf_baseline_mean_s,cpf_prio_mean_s,cpf_improvement_ratio,cpf_delta_mean_s,cpf_created_at,lpf_baseline_mean_s,lpf_prio_mean_s,lpf_improvement_ratio,lpf_delta_mean_s,lpf_created_at,heft_baseline_mean_s,heft_prio_mean_s,heft_improvement_ratio,heft_delta_mean_s,heft_created_at,zhao2020_baseline_mean_s,zhao2020_prio_mean_s,zhao2020_improvement_ratio,zhao2020_delta_mean_s,zhao2020_created_at
zhang1,100,50,"0,1",2,2.147377891,2.093190855,0.025234047,-0.054187035,2026-02-15T18-22-00+08-00,1.977974847,1.918841832,0.029895737,-0.059133015,2026-02-15T19-20-21+08-00,2.155977181,2.107108384,0.022666657,-0.048868796,2026-02-15T18-18-26+08-00,1.994350251,1.927403787,0.033568057,-0.066946464,2026-02-15T19-30-03+08-00
