run,time_s,wall_s
1,0.061677336,0.070171088
2,0.061635044,0.067760427
3,0.061572922,0.066775750
4,0.061539424,0.066605167
5,0.061532674,0.066632542
6,0.061460340,0.065994950
7,0.061444298,0.065613152
8,0.061447798,0.066062909
9,0.061439631,0.065640277
10,0.061439339,0.065469067
avg,0.061518881,
min,0.061439339,
max,0.061677336,
