run,time_s,wall_s
1,0.261661645,0.898958346
2,0.280059132,0.283773068
3,0.258126287,0.270630100
4,0.255239313,0.258726336
5,0.257789101,0.262346123
6,0.262086602,0.762967060
7,0.261343870,0.416641696
8,0.258419266,0.264108173
9,0.263879122,0.266917233
10,0.269855610,0.405405704
avg,0.262845995,
min,0.255239313,
max,0.280059132,
