run,time_s,wall_s
1,0.350691745,0.370954563
2,0.774626282,0.794796753
3,0.207542294,0.477277797
4,0.203299443,1.008737345
5,0.592762674,0.609399137
6,1.153750848,1.191651935
7,0.226254124,0.243873483
8,0.253056146,0.690104577
9,0.993166170,1.015595791
10,0.272389984,0.313982518
avg,0.502753971,
min,0.203299443,
max,1.153750848,
