platform,work_scale,repeats,baseline_mean_s,prio_mean_s,improvement_ratio,delta_mean_s,baseline_total_s,prio_total_s,baseline_min_s,baseline_max_s,prio_min_s,prio_max_s,cpu_set,cores_per_task,created_at,out_dir
zhang3,100,50,5.511521931,5.409269946,0.018552405,-0.102251985,275.576096567,270.463497324,5.118879317,6.882273390,4.936379141,6.926150806,"0,1",2,2026-02-14T22-51-24+08-00,/home/chove/桌面/mycallyplus_v1/experiment/zhang3实验结果汇总/cpf/2026-02-14T22-51-24+08-00_ws100_r50
zhang3,100,50,5.531635584,5.403116351,0.023233496,-0.128519233,276.581779187,270.155817541,5.106927942,6.246210282,4.942671876,6.422131832,"0,1",2,2026-02-14T23-00-31+08-00,/home/chove/桌面/mycallyplus_v1/experiment/zhang3实验结果汇总/cpf/2026-02-14T23-00-31+08-00_ws100_r50
