platform,work_scale,repeats,baseline_mean_s,prio_mean_s,improvement_ratio,delta_mean_s,baseline_total_s,prio_total_s,baseline_min_s,baseline_max_s,prio_min_s,prio_max_s,cpu_set,cores_per_task,created_at,out_dir
zhang3,100,50,5.494670976,5.493294697,0.000250475,-0.001376278,274.733548779,274.664734855,5.140073190,6.112922143,4.959048728,6.356396642,"0,1",2,2026-02-14T23-09-38+08-00,/home/chove/桌面/mycallyplus_v1/experiment/zhang3实验结果汇总/lpf/2026-02-14T23-09-38+08-00_ws100_r50
