work_scale,repeats,cpu_set,cores_per_task,cpf.baseline_mean_s,cpf.prio_mean_s,cpf.improvement_ratio,cpf.delta_mean_s,cpf.created_at,lpf.baseline_mean_s,lpf.prio_mean_s,lpf.improvement_ratio,lpf.delta_mean_s,lpf.created_at,heft.baseline_mean_s,heft.prio_mean_s,heft.improvement_ratio,heft.delta_mean_s,heft.created_at,zhao2020.baseline_mean_s,zhao2020.prio_mean_s,zhao2020.improvement_ratio,zhao2020.delta_mean_s,zhao2020.created_at
100,50,"0,1",2,5.531635584,5.403116351,0.023233496,-0.128519233,2026-02-14T23-00-31+08-00,5.494670976,5.493294697,0.000250475,-0.001376278,2026-02-14T23-09-38+08-00,5.557648813,5.423753832,0.024092019,-0.133894981,2026-02-14T23-18-48+08-00,5.603351767,5.395263277,0.037136432,-0.208088490,2026-02-14T22-33-09+08-00
