275871,"SEG:main#001@122-137",260074446973045,260074447069337,96292
275871,"SEG:main#002@138-138",260074447092636,260074447110324,17688
275871,"SEG:main#003@139-139",260074447112492,260074447136638,24146
275871,"SEG:main#004@140-140",260074447138130,260074447189819,51689
275871,"SEG:main#005@141-141",260074447192688,260074450579556,3386868
275871,"SEG:main#006@142-142",260074450591415,260074450591470,55
275871,"SEG:main#007@143-143",260074450593055,260074525135529,74542474
275871,"SEG:main#008@144-144",260074525151390,260074525151896,506
275871,"SEG:main#009@145-145",260074525153638,260074525154137,499
275871,"SEG:main#010@146-146",260074525155613,260074569643820,44488207
275871,"MU:main#011@147-151",260074569648703,260074616978840,47330137
275871,"SEG:main#012@152-154",260074616999149,260074616999322,173
