run,time_s,wall_s
1,0.428100161,0.452321360
2,0.514423406,0.552566749
3,0.423233423,0.431194184
4,0.423811632,0.431907144
5,0.423624859,0.431956704
6,0.498137635,0.521081918
7,0.423272834,0.431527887
8,0.421475585,0.430635681
9,0.421997096,0.429814940
10,0.413110300,0.441703885
11,0.454090119,0.498543688
12,0.421787708,0.434896978
13,0.422888752,0.430668389
14,0.421596685,0.429434948
15,0.508005700,0.531603613
16,0.403400466,0.431988804
17,0.423188332,0.431046428
18,0.424021887,0.431550108
19,0.451185191,0.463891380
20,0.447936610,0.456235708
avg,0.438464419,
min,0.403400466,
max,0.514423406,
