run,time_s,wall_s
1,3.120943886,3.135809247
2,3.029538763,3.046365657
3,3.044575421,3.050842120
4,3.033079020,3.038253094
5,3.034914631,3.041447923
6,3.057656836,3.064180796
7,3.038347550,3.044711378
8,3.046633033,3.051835108
9,3.058075929,3.063542556
10,3.027525957,3.034738276
avg,3.049129103,
min,3.027525957,
max,3.120943886,
