run,time_s,wall_s
1,4.189032795,4.208254393
2,4.225626857,4.277211730
3,4.073743633,4.098674192
4,4.161460822,4.197612791
5,4.262364353,4.306526472
6,4.254209962,4.296206882
7,4.226153485,4.284167418
8,4.146061089,4.258472679
9,4.176656797,4.208095738
10,4.283337182,4.347366743
avg,4.199864697,
min,4.073743633,
max,4.283337182,
