run,time_s,wall_s
1,1.694973051,1.707918450
2,1.877558205,1.884983297
3,1.835270949,1.842201364
4,2.227324574,2.236638533
5,1.883367192,1.890075062
6,1.847557176,1.854509759
7,2.216388260,2.225771054
8,1.938534272,1.944904012
9,1.857241982,1.864914703
10,1.444767325,1.450586180
11,1.993879189,1.999122284
12,1.863855315,1.871130195
13,2.028456065,2.035481275
14,2.821336771,2.830627105
15,2.048211260,2.056348906
16,1.962678350,1.970210777
17,2.244179410,2.252340099
18,1.911931568,1.917771715
19,1.963454746,1.968630756
20,2.023928543,2.031676807
21,2.048201149,2.054075421
22,2.046699249,2.052943945
23,1.995751044,2.001091265
24,1.818365023,1.823354363
25,1.913557696,1.920174856
26,1.950395443,1.958151749
27,2.094846793,2.103134774
28,1.912179718,1.919890357
29,1.920961337,1.932260123
30,2.150961183,2.157732056
31,1.874344711,1.880517947
32,2.110430417,2.117778133
33,1.997041172,2.004787978
34,1.878597460,1.885650379
35,1.878129996,1.885000911
36,2.318971387,2.327107283
37,1.871987973,1.878455214
38,1.949658996,1.956963045
39,2.874047133,2.882034277
40,1.807819157,1.817145950
41,1.552392521,1.559902781
42,1.860080935,1.866099876
43,1.905812010,1.911483571
44,1.949898514,1.957826740
45,2.994832575,3.002229376
46,1.834906615,1.842099536
47,1.818306110,1.824733017
48,1.601746129,1.609313557
49,1.811225860,1.816225117
50,1.897481374,1.902735843
51,3.179401918,3.186422460
52,2.005940206,2.011385721
53,1.873289487,1.878948797
54,1.810481148,1.815459988
55,1.749457385,1.755943877
56,1.537780198,1.545410627
57,1.873465704,1.879475604
58,1.878425045,1.883928311
59,2.061272299,2.068223425
60,2.561718526,2.573062522
61,2.282265244,2.290199595
62,2.738524801,2.746963453
63,2.067657633,2.078345366
64,1.463896421,1.469865778
65,1.896538927,1.901721645
66,1.830394111,1.837548241
67,1.742809202,1.750375755
68,2.129538714,2.138469418
69,2.065524521,2.076390467
70,2.180559889,2.189410673
71,1.882802940,1.889095762
72,2.045993634,2.052696546
73,2.515251262,2.524803976
74,1.930721851,1.939702722
75,1.450011103,1.455157945
76,1.847297058,1.853956221
77,2.321818492,2.333207697
78,1.944119892,1.950396963
79,1.953637939,1.960290393
80,1.919391990,1.927328258
81,1.900188938,1.907258482
82,2.795996264,2.804924924
83,2.223794445,2.237320148
84,1.784568899,1.791062975
85,1.567681489,1.575201082
86,1.908289384,1.914372786
87,2.323234622,2.330311166
88,2.659953241,2.671148776
89,1.920888700,1.927119396
90,1.981665798,1.988879428
91,1.916301871,1.923983926
92,3.031771336,3.040892500
93,2.000661022,2.008479872
94,2.842584428,2.852014473
95,2.224555318,2.233215057
96,2.875974995,2.885123577
97,1.844828135,1.851419045
98,1.961429907,1.968037735
99,1.805892310,1.812611765
100,1.804426076,1.811791084
avg,2.034391986,
min,1.444767325,
max,3.179401918,
