91279,"MU:lane3_fn#001@366-370",22477267141482,22477271069650,3928168
91279,"SEG:lane3_fn#002@371-372",22477271099463,22477271099508,45
91279,"MU:lane3_fn#003@373-377",22477282890351,22477292381010,9490659
91279,"SEG:lane3_fn#004@378-379",22477292406275,22477292406311,36
91279,"MU:lane3_fn#005@380-384",22477292409671,22477301860109,9450438
91279,"SEG:lane3_fn#006@385-386",22477301874591,22477301874646,55
91279,"MU:lane3_fn#007@387-391",22477304990549,22477324849704,19859155
91279,"SEG:lane3_fn#008@392-393",22477324875857,22477324875905,48
91279,"MU:lane3_fn#009@394-398",22477324879662,22477344665198,19785536
91279,"SEG:lane3_fn#010@399-400",22477344689920,22477344689975,55
91279,"MU:lane3_fn#011@401-405",22477351050155,22477376300543,25250388
91279,"SEG:lane3_fn#012@406-407",22477376322778,22477376322825,47
91279,"MU:lane3_fn#013@408-412",22477385928596,22477409668341,23739745
91279,"SEG:lane3_fn#014@413-413",22477409696690,22477409696746,56
