91278,"MU:lane2_fn#001@293-297",22477263822752,22477267003449,3180697
91278,"SEG:lane2_fn#002@298-299",22477267041983,22477267042028,45
91278,"MU:lane2_fn#003@300-304",22477274758375,22477282823221,8064846
91278,"SEG:lane2_fn#004@305-306",22477282848498,22477282848543,45
91278,"MU:lane2_fn#005@307-311",22477284437742,22477288361930,3924188
91278,"SEG:lane2_fn#006@312-313",22477288369031,22477288369068,37
91278,"MU:lane2_fn#007@314-318",22477292211814,22477304952573,12740759
91278,"SEG:lane2_fn#008@319-320",22477304968418,22477304968454,36
91278,"MU:lane2_fn#009@321-325",22477304971693,22477321063567,16091874
91278,"SEG:lane2_fn#010@326-327",22477321090296,22477321090334,38
91278,"MU:lane2_fn#011@328-332",22477324887844,22477347720579,22832735
91278,"SEG:lane2_fn#012@333-334",22477347756421,22477347756479,58
91278,"MU:lane2_fn#013@335-339",22477347760303,22477378756924,30996621
91278,"SEG:lane2_fn#014@340-341",22477378794247,22477378794306,59
91278,"MU:lane2_fn#015@342-346",22477378798095,22477409333428,30535333
91278,"SEG:lane2_fn#016@347-348",22477409371654,22477409371701,47
91278,"MU:lane2_fn#017@349-353",22477409707962,22477432726057,23018095
91278,"SEG:lane2_fn#018@354-354",22477432764125,22477432764228,103
