91277,"MU:lane1_fn#001@218-221",22477252324407,22477263617326,11292919
91277,"SEG:lane1_fn#002@222-223",22477263690886,22477263690945,59
91277,"MU:lane1_fn#003@224-227",22477263695178,22477274718471,11023293
91277,"SEG:lane1_fn#004@228-229",22477274737391,22477274737428,37
91277,"MU:lane1_fn#005@230-233",22477274740429,22477284258968,9518539
91277,"SEG:lane1_fn#006@234-235",22477284281724,22477284281777,53
91277,"MU:lane1_fn#007@236-239",22477284285250,22477292140340,7855090
91277,"SEG:lane1_fn#008@240-241",22477292160038,22477292160074,36
91277,"MU:lane1_fn#009@242-245",22477292163208,22477298723303,6560095
91277,"SEG:lane1_fn#010@246-247",22477298736105,22477298736142,37
91277,"MU:lane1_fn#011@248-250",22477298737648,22477305032780,6295132
91277,"SEG:lane1_fn#012@251-252",22477305036504,22477305036540,36
91277,"MU:lane1_fn#013@253-256",22477321146404,22477327194284,6047880
91277,"SEG:lane1_fn#014@257-258",22477327205012,22477327205056,44
91277,"MU:lane1_fn#015@259-262",22477347810723,22477353366108,5555385
91277,"SEG:lane1_fn#016@263-264",22477353377195,22477353377239,44
91277,"MU:lane1_fn#017@265-268",22477378842452,22477385167221,6324769
91277,"SEG:lane1_fn#018@269-270",22477385180912,22477385180951,39
91277,"MU:lane1_fn#019@271-274",22477409385781,22477416492245,7106464
91277,"SEG:lane1_fn#020@275-276",22477416503627,22477416503674,47
91277,"MU:lane1_fn#021@277-280",22477432776642,22477440912684,8136042
91277,"SEG:lane1_fn#022@281-281",22477440936035,22477440936080,45
